Marque;Carburant;puiss_max;CO2;masse_ordma_min;Carrosserie;boite;gamme2;Cat_CO2
FORD;ES;59.0;99.0;1045;BERLINE;M;INFERIEURE;A
FORD;ES;59.0;99.0;1055;BERLINE;M;INFERIEURE;A
FORD;ES;74.0;99.0;1091;BERLINE;M;INFERIEURE;A
FORD;ES;74.0;99.0;1101;BERLINE;M;INFERIEURE;A
FORD;ES;60.0;120.0;1045;BERLINE;M;INFERIEURE;B
FORD;ES;60.0;120.0;1055;BERLINE;M;INFERIEURE;B
FORD;ES;44.0;120.0;1045;BERLINE;M;INFERIEURE;B
FORD;ES;44.0;120.0;1055;BERLINE;M;INFERIEURE;B
FORD;GO;70.0;87.0;1108;BERLINE;M;INFERIEURE;A
FORD;GO;70.0;87.0;1117;BERLINE;M;INFERIEURE;A
FORD;GO;70.0;95.0;1108;BERLINE;M;INFERIEURE;A
FORD;GO;70.0;95.0;1117;BERLINE;M;INFERIEURE;A
FORD;GO;55.0;98.0;1108;BERLINE;M;INFERIEURE;A
FORD;GO;55.0;98.0;1118;BERLINE;M;INFERIEURE;A
FORD;ES;110.0;137.0;1333;BERLINE;M;MOY-INFERIEURE;C
FORD;ES;110.0;137.0;1358;BREAK;M;MOY-INFERIEURE;C
FORD;ES;110.0;137.0;1340;BERLINE;M;MOY-INFERIEURE;C
FORD;ES;134.0;137.0;1333;BERLINE;M;MOY-INFERIEURE;C
FORD;ES;134.0;137.0;1358;BREAK;M;MOY-INFERIEURE;C
FORD;ES;134.0;137.0;1340;BERLINE;M;MOY-INFERIEURE;C
FORD;ES;92.0;114.0;1279;BERLINE;M;MOY-INFERIEURE;B
FORD;ES;92.0;117.0;1316;BREAK;M;MOY-INFERIEURE;B
FORD;ES;92.0;117.0;1306;BERLINE;M;MOY-INFERIEURE;B
FORD;ES;74.0;109.0;1276;BERLINE;M;MOY-INFERIEURE;B
FORD;ES;74.0;112.0;1313;BREAK;M;MOY-INFERIEURE;B
FORD;ES;74.0;112.0;1302;BERLINE;M;MOY-INFERIEURE;B
FORD;GO;77.0;99.0;1350;BERLINE;M;MOY-INFERIEURE;A
FORD;GO;77.0;99.0;1374;BREAK;M;MOY-INFERIEURE;A
FORD;GO;77.0;99.0;1357;BERLINE;M;MOY-INFERIEURE;A
FORD;GO;77.0;88.0;1350;BERLINE;M;MOY-INFERIEURE;A
FORD;GO;77.0;88.0;1374;BREAK;M;MOY-INFERIEURE;A
FORD;GO;77.0;88.0;1357;BERLINE;M;MOY-INFERIEURE;A
FORD;ES;92.0;146.0;1316;BERLINE;A;MOY-INFERIEURE;D
FORD;ES;92.0;146.0;1340;BREAK;A;MOY-INFERIEURE;D
FORD;ES;92.0;146.0;1324;BERLINE;A;MOY-INFERIEURE;D
FORD;ES;184.0;169.0;1437;BERLINE;M;MOY-INFERIEURE;E
FORD;ES;184.0;169.0;1461;BREAK;M;MOY-INFERIEURE;E
FORD;GO;85.0;109.0;1344;BERLINE;M;MOY-INFERIEURE;B
FORD;GO;85.0;109.0;1367;BREAK;M;MOY-INFERIEURE;B
FORD;GO;85.0;109.0;1350;BERLINE;M;MOY-INFERIEURE;B
FORD;GO;70.0;109.0;1338;BERLINE;M;MOY-INFERIEURE;B
FORD;GO;70.0;109.0;1362;BREAK;M;MOY-INFERIEURE;B
FORD;GO;70.0;109.0;1345;BERLINE;M;MOY-INFERIEURE;B
FORD;GO;120.0;124.0;1421;BERLINE;M;MOY-INFERIEURE;C
FORD;GO;120.0;134.0;1461;BERLINE;A;MOY-INFERIEURE;C
FORD;GO;120.0;124.0;1446;BREAK;M;MOY-INFERIEURE;C
FORD;GO;120.0;134.0;1485;BREAK;A;MOY-INFERIEURE;C
FORD;GO;120.0;124.0;1429;BERLINE;M;MOY-INFERIEURE;C
FORD;GO;120.0;134.0;1468;BERLINE;A;MOY-INFERIEURE;C
FORD;GO;85.0;134.0;1461;BERLINE;A;MOY-INFERIEURE;C
FORD;GO;85.0;134.0;1485;BREAK;A;MOY-INFERIEURE;C
FORD;GO;85.0;134.0;1468;BERLINE;A;MOY-INFERIEURE;C
FORD;GO;103.0;124.0;1421;BERLINE;M;MOY-INFERIEURE;C
FORD;GO;103.0;134.0;1461;BERLINE;A;MOY-INFERIEURE;C
FORD;GO;103.0;124.0;1446;BREAK;M;MOY-INFERIEURE;C
FORD;GO;103.0;134.0;1485;BREAK;A;MOY-INFERIEURE;C
FORD;GO;103.0;124.0;1429;BERLINE;M;MOY-INFERIEURE;C
FORD;GO;103.0;134.0;1468;BERLINE;A;MOY-INFERIEURE;C
FORD;ES;63.0;136.0;1270;BERLINE;M;MOY-INFERIEURE;C
FORD;ES;63.0;139.0;1307;BREAK;M;MOY-INFERIEURE;C
FORD;ES;63.0;139.0;1290;BERLINE;M;MOY-INFERIEURE;C
FORD;ES;118.0;167.0;1734;MONOSPACE;M;SUPERIEURE;E
FORD;GO;147.0;189.0;1841;MONOSPACE;A;SUPERIEURE;E
FORD;GO;147.0;179.0;1840;MONOSPACE;M;SUPERIEURE;E
FORD;GO;85.0;139.0;1734;MONOSPACE;M;SUPERIEURE;C
FORD;ES;146.0;189.0;1727;MONOSPACE;A;SUPERIEURE;E
FORD;GO;120.0;139.0;1733;MONOSPACE;M;SUPERIEURE;C
FORD;GO;120.0;159.0;1731;MONOSPACE;A;SUPERIEURE;D
FORD;GO;103.0;139.0;1733;MONOSPACE;M;SUPERIEURE;C
FORD;GO;103.0;159.0;1731;MONOSPACE;A;SUPERIEURE;D
FORD;ES;110.0;149.0;1496;MONOSPACE;M;MOY-INFERIEURE;D
FORD;ES;134.0;149.0;1496;MONOSPACE;M;MOY-INFERIEURE;D
FORD;ES;92.0;119.0;1493;MONOSPACE;M;MOY-INFERIEURE;B
FORD;ES;74.0;119.0;1493;MONOSPACE;M;MOY-INFERIEURE;B
FORD;GO;85.0;124.0;1504;MONOSPACE;M;MOY-INFERIEURE;C
FORD;GO;85.0;120.0;1504;MONOSPACE;M;MOY-INFERIEURE;B
FORD;GO;70.0;124.0;1504;MONOSPACE;M;MOY-INFERIEURE;C
FORD;GO;70.0;120.0;1504;MONOSPACE;M;MOY-INFERIEURE;B
FORD;GO;120.0;134.0;1575;MONOSPACE;M;MOY-INFERIEURE;C
FORD;GO;120.0;149.0;1634;MONOSPACE;A;MOY-INFERIEURE;D
FORD;GO;85.0;149.0;1634;MONOSPACE;A;MOY-INFERIEURE;D
FORD;GO;103.0;134.0;1575;MONOSPACE;M;MOY-INFERIEURE;C
FORD;GO;103.0;149.0;1634;MONOSPACE;A;MOY-INFERIEURE;D
FORD;ES;51.0;115.0;940;BERLINE;M;INFERIEURE;B
FORD;GO;55.0;109.0;1055;BERLINE;M;INFERIEURE;B
FORD;ES;110.0;154.0;1580;TS TERRAINS/CHEMINS;M;MOY-INFERIEURE;D
FORD;ES;134.0;179.0;1682;TS TERRAINS/CHEMINS;A;MOY-INFERIEURE;E
FORD;GO;120.0;154.0;1692;TS TERRAINS/CHEMINS;M;MOY-INFERIEURE;D
FORD;GO;120.0;162.0;1707;TS TERRAINS/CHEMINS;A;MOY-INFERIEURE;E
FORD;GO;103.0;139.0;1605;TS TERRAINS/CHEMINS;M;MOY-INFERIEURE;C
FORD;GO;103.0;154.0;1692;TS TERRAINS/CHEMINS;M;MOY-INFERIEURE;D
FORD;GO;103.0;162.0;1707;TS TERRAINS/CHEMINS;A;MOY-INFERIEURE;E
FORD;ES;118.0;149.0;1498;BERLINE;M;MOY-SUPERIEURE;D
FORD;ES;118.0;149.0;1501;BREAK;M;MOY-SUPERIEURE;D
FORD;GO;147.0;173.0;1605;BERLINE;A;MOY-SUPERIEURE;E
FORD;GO;147.0;173.0;1615;BREAK;A;MOY-SUPERIEURE;E
FORD;GO;85.0;112.0;1496;BERLINE;M;MOY-SUPERIEURE;B
FORD;GO;85.0;112.0;1505;BREAK;M;MOY-SUPERIEURE;B
FORD;GO;85.0;125.0;1496;BERLINE;M;MOY-SUPERIEURE;C
FORD;GO;85.0;125.0;1505;BREAK;M;MOY-SUPERIEURE;C
FORD;ES;176.0;179.0;1569;BERLINE;A;MOY-SUPERIEURE;E
FORD;ES;176.0;179.0;1588;BREAK;A;MOY-SUPERIEURE;E
FORD;GO;120.0;149.0;1573;BERLINE;A;MOY-SUPERIEURE;D
FORD;GO;120.0;149.0;1592;BREAK;A;MOY-SUPERIEURE;D
FORD;GO;120.0;119.0;1504;BERLINE;M;MOY-SUPERIEURE;B
FORD;GO;120.0;120.0;1575;BREAK;M;MOY-SUPERIEURE;B
FORD;GO;103.0;149.0;1573;BERLINE;A;MOY-SUPERIEURE;D
FORD;GO;103.0;149.0;1592;BREAK;A;MOY-SUPERIEURE;D
FORD;GO;103.0;119.0;1504;BERLINE;M;MOY-SUPERIEURE;B
FORD;GO;103.0;120.0;1575;BREAK;M;MOY-SUPERIEURE;B
FORD;ES;118.0;159.0;1602;MONOSPACE;M;SUPERIEURE;D
FORD;GO;147.0;189.0;1733;MONOSPACE;A;SUPERIEURE;E
FORD;GO;147.0;174.0;1734;MONOSPACE;M;SUPERIEURE;E
FORD;GO;85.0;139.0;1703;MONOSPACE;M;SUPERIEURE;C
FORD;ES;146.0;189.0;1676;MONOSPACE;A;SUPERIEURE;E
FORD;ES;176.0;194.0;1676;MONOSPACE;A;SUPERIEURE;E
FORD;GO;120.0;139.0;1690;MONOSPACE;M;SUPERIEURE;C
FORD;GO;120.0;159.0;1689;MONOSPACE;A;SUPERIEURE;D
FORD;GO;103.0;139.0;1690;MONOSPACE;M;SUPERIEURE;C
FORD;GO;103.0;159.0;1689;MONOSPACE;A;SUPERIEURE;D
FORD;GO;114.0;172.0;2136;COMBISPACE;M;INFERIEURE;E
FORD;GO;114.0;172.0;2160;COMBISPACE;M;INFERIEURE;E
FORD;GO;92.0;172.0;2136;COMBISPACE;M;INFERIEURE;E
FORD;GO;92.0;172.0;2160;COMBISPACE;M;INFERIEURE;E
FORD;GO;114.0;168.0;1975;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;114.0;168.0;2057;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;114.0;181.0;2083;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;168.0;1975;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;168.0;2057;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;181.0;2083;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;168.0;1975;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;168.0;2057;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;184.0;2015;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;189.0;2015;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;194.0;2015;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;184.0;2015;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;189.0;2015;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;194.0;2015;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;184.0;2067;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;189.0;2067;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;194.0;2108;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;197.0;2108;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;189.0;2093;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;192.0;2093;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;194.0;2134;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;197.0;2134;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;194.0;2067;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;199.0;2108;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;203.0;2108;MINIBUS;M;MOY-INFERIEURE;F
FORD;GO;92.0;194.0;2093;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;197.0;2093;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;199.0;2134;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;203.0;2134;MINIBUS;M;MOY-INFERIEURE;F
FORD;GO;74.0;184.0;2067;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;189.0;2067;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;189.0;2093;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;192.0;2093;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;194.0;2067;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;194.0;2093;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;197.0;2093;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;194.0;2108;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;197.0;2108;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;194.0;2134;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;197.0;2134;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;199.0;2108;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;203.0;2108;MINIBUS;M;MOY-INFERIEURE;F
FORD;GO;103.0;199.0;2134;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;203.0;2134;MINIBUS;M;MOY-INFERIEURE;F
FORD;GO;92.0;184.0;2016;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;189.0;2016;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;192.0;2016;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;189.0;2057;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;194.0;2057;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;197.0;2057;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;184.0;2043;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;189.0;2043;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;192.0;2043;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;194.0;2083;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;197.0;2083;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;194.0;2016;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;197.0;2016;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;199.0;2057;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;203.0;2057;MINIBUS;M;MOY-INFERIEURE;F
FORD;GO;92.0;194.0;2043;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;197.0;2043;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;199.0;2083;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;203.0;2083;MINIBUS;M;MOY-INFERIEURE;F
FORD;GO;74.0;184.0;2016;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;189.0;2016;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;192.0;2016;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;184.0;2043;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;189.0;2043;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;192.0;2043;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;194.0;2016;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;197.0;2016;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;194.0;2043;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;74.0;197.0;2043;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;189.0;2057;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;194.0;2057;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;197.0;2057;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;194.0;2083;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;197.0;2083;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;199.0;2057;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;203.0;2057;MINIBUS;M;MOY-INFERIEURE;F
FORD;GO;92.0;194.0;2110;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;197.0;2110;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;194.0;2138;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;197.0;2138;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;199.0;2110;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;203.0;2110;MINIBUS;M;MOY-INFERIEURE;F
FORD;GO;92.0;199.0;2138;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;92.0;203.0;2138;MINIBUS;M;MOY-INFERIEURE;F
FORD;GO;103.0;194.0;2110;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;197.0;2110;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;194.0;2138;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;197.0;2138;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;199.0;2110;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;203.0;2110;MINIBUS;M;MOY-INFERIEURE;F
FORD;GO;103.0;199.0;2138;MINIBUS;M;MOY-INFERIEURE;E
FORD;GO;103.0;203.0;2138;MINIBUS;M;MOY-INFERIEURE;F
HONDA;ES;148.0;195.0;1586;BERLINE;A;MOY-SUPERIEURE;E
HONDA;GO;110.0;138.0;1612;BERLINE;M;MOY-SUPERIEURE;C
HONDA;GO;110.0;162.0;1685;BERLINE;A;MOY-SUPERIEURE;E
HONDA;GO;132.0;147.0;1645;BERLINE;M;MOY-SUPERIEURE;D
HONDA;GO;110.0;141.0;1612;BERLINE;M;MOY-SUPERIEURE;D
HONDA;GO;110.0;159.0;1685;BERLINE;A;MOY-SUPERIEURE;D
HONDA;ES;148.0;199.0;1639;BREAK;A;MOY-SUPERIEURE;E
HONDA;GO;110.0;143.0;1668;BREAK;M;MOY-SUPERIEURE;D
HONDA;GO;110.0;167.0;1743;BREAK;A;MOY-SUPERIEURE;E
HONDA;GO;132.0;149.0;1699;BREAK;M;MOY-SUPERIEURE;D
HONDA;GO;132.0;150.0;1699;BREAK;M;MOY-SUPERIEURE;D
HONDA;GO;110.0;164.0;1743;BREAK;A;MOY-SUPERIEURE;E
HONDA;ES;73.0;128.0;1256;BERLINE;M;MOY-INFERIEURE;C
HONDA;ES;73.0;129.0;1256;BERLINE;M;MOY-INFERIEURE;C
HONDA;ES;73.0;131.0;1256;BERLINE;M;MOY-INFERIEURE;C
HONDA;ES;104.0;136.0;1280;BERLINE;M;MOY-INFERIEURE;C
HONDA;ES;104.0;145.0;1341;BERLINE;M;MOY-INFERIEURE;D
HONDA;ES;104.0;148.0;1313;BERLINE;A;MOY-INFERIEURE;D
HONDA;ES;104.0;150.0;1313;BERLINE;A;MOY-INFERIEURE;D
HONDA;GO;110.0;110.0;1438;BERLINE;M;MOY-INFERIEURE;B
HONDA;GO;110.0;115.0;1438;BERLINE;M;MOY-INFERIEURE;B
HONDA;ES;110.0;193.0;1605;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;E
HONDA;ES;114.0;168.0;1527;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;E
HONDA;ES;114.0;175.0;1613;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;E
HONDA;ES;114.0;179.0;1613;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;E
HONDA;GO;110.0;171.0;1722;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;E
HONDA;GO;110.0;195.0;1782;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;E
HONDA;GO;110.0;149.0;1723;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;D
HONDA;GO;110.0;154.0;1723;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;D
HONDA;GO;110.0;174.0;1782;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;E
HONDA;GO;110.0;180.0;1782;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;E
HONDA;ES;73.0;129.0;1123;MINISPACE;M;INFERIEURE;C
HONDA;ES;73.0;126.0;1123;MINISPACE;M;INFERIEURE;C
HONDA;ES;66.0;123.0;1119;MINISPACE;M;INFERIEURE;C
HYUNDAI;ES;255.0;235.0;1646;COUPE;A;SUPERIEURE;F
HYUNDAI;ES;50.8;110.0;980;BERLINE;M;ECONOMIQUE;B
HYUNDAI;ES;62.5;129.0;1015;BERLINE;A;ECONOMIQUE;C
HYUNDAI;ES;62.5;108.0;985;BERLINE;M;ECONOMIQUE;B
HYUNDAI;ES;73.6;140.0;1131;BERLINE;A;INFERIEURE;C
HYUNDAI;GO;55.0;99.0;1155;BERLINE;M;INFERIEURE;A
HYUNDAI;GO;55.0;84.0;1155;BERLINE;M;INFERIEURE;A
HYUNDAI;GO;66.0;106.0;1190;BERLINE;M;INFERIEURE;B
HYUNDAI;ES;62.5;114.0;1045;BERLINE;M;INFERIEURE;B
HYUNDAI;GO;94.0;114.0;1365;BERLINE;M;MOY-INFERIEURE;B
HYUNDAI;GO;81.0;114.0;1365;BERLINE;M;MOY-INFERIEURE;B
HYUNDAI;ES;73.2;139.0;1260;BERLINE;M;MOY-INFERIEURE;C
HYUNDAI;GO;66.0;105.0;1355;BERLINE;M;MOY-INFERIEURE;B
HYUNDAI;GO;94.0;145.0;1385;BERLINE;A;MOY-INFERIEURE;D
HYUNDAI;GO;81.0;97.0;1365;BERLINE;M;MOY-INFERIEURE;A
HYUNDAI;GO;81.0;100.0;1365;BERLINE;M;MOY-INFERIEURE;A
HYUNDAI;ES;73.2;143.0;1260;BERLINE;M;MOY-INFERIEURE;D
HYUNDAI;GO;94.0;149.0;1423;BREAK;A;MOY-INFERIEURE;D
HYUNDAI;GO;94.0;117.0;1401;BREAK;M;MOY-INFERIEURE;B
HYUNDAI;GO;81.0;113.0;1401;BREAK;M;MOY-INFERIEURE;B
HYUNDAI;GO;81.0;117.0;1401;BREAK;M;MOY-INFERIEURE;B
HYUNDAI;GO;100.0;149.0;1576;BERLINE;A;MOY-SUPERIEURE;D
HYUNDAI;GO;100.0;134.0;1557;BERLINE;M;MOY-SUPERIEURE;C
HYUNDAI;GO;85.0;122.0;1548;BERLINE;M;MOY-SUPERIEURE;C
HYUNDAI;GO;85.0;113.0;1548;BERLINE;M;MOY-SUPERIEURE;B
HYUNDAI;ES;99.0;149.0;1447;BERLINE;M;MOY-SUPERIEURE;D
HYUNDAI;GO;100.0;149.0;1589;BREAK;A;MOY-SUPERIEURE;D
HYUNDAI;GO;100.0;134.0;1570;BREAK;M;MOY-SUPERIEURE;C
HYUNDAI;GO;85.0;122.0;1560;BREAK;M;MOY-SUPERIEURE;C
HYUNDAI;GO;85.0;113.0;1560;BREAK;M;MOY-SUPERIEURE;B
HYUNDAI;ES;99.0;149.0;1470;BREAK;M;MOY-SUPERIEURE;D
HYUNDAI;GO;66.0;119.0;1345;MINISPACE;M;INFERIEURE;B
HYUNDAI;GO;57.0;114.0;1345;MINISPACE;M;INFERIEURE;B
HYUNDAI;GO;85.0;125.0;1356;MINISPACE;M;INFERIEURE;C
HYUNDAI;GO;85.0;117.0;1356;MINISPACE;M;INFERIEURE;B
HYUNDAI;ES;66.2;140.0;1253;MINISPACE;M;INFERIEURE;C
HYUNDAI;ES;91.5;154.0;1269;MINISPACE;A;INFERIEURE;D
HYUNDAI;GO;135.0;187.0;1676;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;E
HYUNDAI;GO;100.0;149.0;1600;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;D
HYUNDAI;GO;85.0;139.0;1490;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;C
HYUNDAI;ES;99.0;149.0;1380;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;D
HYUNDAI;GO;85.0;135.0;1490;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;C
HYUNDAI;GO;145.0;147.0;1777;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;D
HYUNDAI;GO;145.0;178.0;1882;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;E
HYUNDAI;GO;145.0;149.0;1843;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;D
HYUNDAI;GO;145.0;159.0;1843;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;D
HYUNDAI;GO;145.0;175.0;1915;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;E
HYUNDAI;ES;103.0;142.0;1295;COUPE;A;MOY-INFERIEURE;D
HYUNDAI;ES;103.0;142.0;1260;COUPE;M;MOY-INFERIEURE;D
HYUNDAI;ES;137.0;157.0;1330;COUPE;M;MOY-INFERIEURE;D
INFINITI;GO;175.0;224.0;1955;TS TERRAINS/CHEMINS;A;SUPERIEURE;F
INFINITI;ES;235.0;265.0;1876;TS TERRAINS/CHEMINS;A;SUPERIEURE;G
INFINITI;ES;235.0;265.0;1873;TS TERRAINS/CHEMINS;A;SUPERIEURE;G
INFINITI;ES;235.0;263.0;1835;TS TERRAINS/CHEMINS;M;SUPERIEURE;G
INFINITI;ES;235.0;282.0;2012;TS TERRAINS/CHEMINS;A;LUXE;G
INFINITI;ES;287.0;307.0;2120;TS TERRAINS/CHEMINS;A;LUXE;G
INFINITI;GO;175.0;225.0;2075;TS TERRAINS/CHEMINS;A;SUPERIEURE;F
INFINITI;GO;175.0;225.0;2175;TS TERRAINS/CHEMINS;A;SUPERIEURE;F
INFINITI;ES;235.0;246.0;1719;COUPE;A;MOY-SUPERIEURE;F
INFINITI;ES;235.0;248.0;1709;COUPE;M;MOY-SUPERIEURE;F
INFINITI;ES;235.0;246.0;1755;COUPE;A;MOY-SUPERIEURE;F
INFINITI;ES;235.0;248.0;1745;COUPE;M;MOY-SUPERIEURE;F
INFINITI;ES;235.0;255.0;1822;COUPE;A;MOY-SUPERIEURE;G
INFINITI;ES;235.0;246.0;1718;COUPE;A;MOY-SUPERIEURE;F
INFINITI;ES;235.0;248.0;1706;COUPE;M;MOY-SUPERIEURE;F
INFINITI;ES;235.0;246.0;1765;COUPE;A;MOY-SUPERIEURE;F
INFINITI;ES;235.0;248.0;1753;COUPE;M;MOY-SUPERIEURE;F
INFINITI;ES;235.0;264.0;1911;COUPE;A;MOY-SUPERIEURE;G
INFINITI;ES;235.0;275.0;1888;CABRIOLET;M;MOY-SUPERIEURE;G
INFINITI;ES;235.0;235.0;1715;BERLINE;A;LUXE;F
INFINITI;ES;235.0;235.0;1795;BERLINE;A;LUXE;F
INFINITI;GO;175.0;199.0;1845;BERLINE;A;LUXE;E
INFINITI;GO;175.0;199.0;1935;BERLINE;A;LUXE;E
JAGUAR;ES;250.0;234.0;1667;COUPE;A;LUXE;F
JAGUAR;ES;250.0;209.0;1667;COUPE;A;LUXE;F
JAGUAR;ES;280.0;213.0;1667;COUPE;A;LUXE;F
JAGUAR;ES;364.0;259.0;1735;COUPE;A;LUXE;G
JAGUAR;ES;375.0;270.0;1945;BERLINE;A;SUPERIEURE;G
JAGUAR;ES;405.0;283.0;1945;BERLINE;A;SUPERIEURE;G
JAGUAR;ES;405.0;270.0;1945;BERLINE;A;SUPERIEURE;G
JAGUAR;GO;202.0;159.0;1839;BERLINE;A;SUPERIEURE;D
